user_country,source,content,date
Tejas,Twitter for Android,"@MakoSimp Voting for a president is very important??? It might not immediately affect you but it certainly affects marginalized groups of people. Supreme Court nominees, cabinet members those are appointed by a president and can radically change the country",2020-10-22T23:58:20+00:00
"Plano, TX",Twitter for iPhone,"@JohnCornyn Sen. John Cornyn (R-Texas): “I believe the American people deserve to have a voice in the selection of the next Supreme Court Justice, and the best way to ensure that happens is to have the Senate consider a nomination made by the next President.”",2020-10-22T23:58:17+00:00
"North Carolina, USA",Twitter Web App,I already voted for @JudgeMarkDavis @JudgeLucyInman and Chief Justice of the North Carolina Supreme Court @JusticeCBeasley,2020-10-22T23:58:15+00:00
,Twitter for iPhone,@AGirlHasNoPOTUS @OBXsingincowboy @SenSchumer @mamaw2van New Supreme Court candidates?,2020-10-22T23:58:09+00:00
"Philadelphia PA, USA",dlvr.it,Texas Supreme Court allows drive-thru voting to continue in Harris County https://t.co/R8GaLryL0C via @foxnews,2020-10-22T23:58:02+00:00
,Twitter Web App,Sign and send the petition: Demand the Senate wait until after Inauguration Day to confirm a new Supreme Court justice . Write one here: https://t.co/wh5YKIEk3L,2020-10-22T23:57:59+00:00
"Los Angeles, CA",Twitter for Android,"@no1HBstan I think Harrison Barnes should be the #2 pick, the President, the Supreme Court nominee, and the vaccine to Covid-19. Vote Yes on Harrison Barnes.",2020-10-22T23:57:47+00:00
"Dayton, OH",Twitter for iPhone,"Here’s my concern: even if the Supreme Court overturns Roe v. Wade thanks to the addition of Barrett, it will be correctly perceived that an immoral president and a hypocritical Senate brought it about. We are in major ends justify the means territory, and the world knows it. 5/7",2020-10-22T23:57:46+00:00
Mid Atlantic,Twitter Web App,"@RexPoliticalDog @PaulTennison1 @Tom_Winter @yashar We will certainly have to see with the population who benefitted from 6% average income growth in 2019, unemployment to 3.9%, peace in the ME with embassy in Jerusalem, no war expansion, and 3 Supreme Court justices. Others are similar.",2020-10-22T23:57:46+00:00
brooklyn and/or los angeles,Twitter for iPad,"@markos um, we *are* going to have uniform national standards, and they’re going to be the wrong ones, and they’re going to be imposed by an activist right wing supreme court in time for this election",2020-10-22T23:57:38+00:00
"Atlanta, GA",Twitter for Android,faith and spirituality is a beautiful if oft overlooked aspect of leftist movements.   The reason I bring any of this up is because the topic of marriage equality has come again into the spotlight as the GOP attempts to ram a right-wing zealot into the Supreme Court. So let's,2020-10-22T23:57:37+00:00
,Twitter for iPhone,"Republicans Pack Supreme Court Then Blame Democrats Not To Pack Supreme Court . Amy Cohen Barrett Will Wipe Out Race Equality, Income Equality, Affordable Health Care Act, Freedom Of Choice, Women Rights All Discrimination Laws Because Amy Is A Hardcore Racist. No Doubt About It.",2020-10-22T23:57:37+00:00
"Tampa, Oakland, Chicago",Twitter for iPhone,"@JohnCornyn According to the Supreme Court you people packed with ideologues, California corporations and New York corporations are people too. You don’t like it? Aw. Sometimes citizens don’t unite the way you want them to.",2020-10-22T23:57:29+00:00
As Many Locations As Possible,Twitter for Android,"On a serious note, How do we get #JoeBiden off the Presidential race, obviously there's very serious allegations and nefarious activities involving himself and foreign policy. This election needs to be stopped by the US Supreme Court. The Chinese owning the President.",2020-10-22T23:57:24+00:00
"New York, NY",SocialFlow,"But Democrats boycotted the vote in protest of the GOP's ""illegitimate process"" to confirm Trump's Supreme Court pick. https://t.co/gf1HJQOVsj",2020-10-22T23:57:12+00:00
,Twitter Web App,"@WorldWarZeroOrg Barrett: ""I'm certainly not a scientist. I have read things about climate change. I would not say I have firm views on it.""  She also claimed she doesn't know Trumps position on climate change.  We don’t need a climate denier and liar on the Supreme Court.",2020-10-22T23:57:11+00:00
,Twitter Web App,"Saying Quiet Part 'Really Loud,' Trump Admits He Hopes Supreme Court Kills ACA as Barrett Moves Closer to Confirmation - https://t.co/3oPqwrEcJj via @commondreams",2020-10-22T23:57:07+00:00
"Azle, TX",Twitter for iPhone,Could it have been because you’re ramming a Supreme Court justice down our throats? Hears another message for you: GFSF!! https://t.co/XvwXvsA2Ri https://t.co/1zgkVY9v5A,2020-10-22T23:57:04+00:00
Wisconsin,Twitter for iPhone,Conservative law firm asks Wisconsin Supreme Court to strike down mask mandate https://t.co/wfFWwoEuuy,2020-10-22T23:57:01+00:00
yeh,Twitter for iPhone,"@SenSusanCollins @JohnCornyn Susan please convince your fellow republicans not to vote for a Supreme Court nominee that is not the will of the people, Please! Help others be on the right side of history #BidenHarris2020 #AmyConeyBarrettIsUnfit",2020-10-22T23:56:59+00:00
"Philadelphia, PA",Twitter for iPhone,"Meanwhile, republicans refuse to pass anymore stimulus support from our own tax dollars and double down on forcing through a conservative Supreme Court nominee who will ensure we never reap the benefit of our own taxes again. https://t.co/3g1FZbHTlF",2020-10-22T23:56:53+00:00
Kiama,Twitter for iPhone,"What happens if Donald Trump refuses to concede the US election? I think trump is hoping the Supreme Court will invalidate the entire election and make him President for life, with his children inheriting his presidency. https://t.co/1y48yHpnBN",2020-10-22T23:56:45+00:00
"Sydney, New South Wales",Twitter Web App,@Wear_A_Mask2020 @cenkuygur @GOP Why are you not going after him after he said stupid shit? Do you want a conservative supreme court that will destroy RBG's legacy? Are you backed by Russia?,2020-10-22T23:56:36+00:00
"Springfield, IL",Twitter for iPhone,@SwiftHitter Why da fuq they worried about a Supreme Court nomination when they could do this and help the people?,2020-10-22T23:56:33+00:00
"Texas, USA",Twitter Web App,So there shouldn't be TWO sets of rules huh @JohnCornyn? Seems you have NO PROBLEM when it benefits your unethical (criminal) thirst for power.  #MJHegarForTX   Cornyn on President Obama's Supreme Court Nomination @CSPAN https://t.co/tMSXaPiEUx,2020-10-22T23:56:33+00:00
"Manchester,Ct",Twitter Web App,"After Democrats Boycott Supreme Court Nom, Lindsey Graham Leads The Charge 12-0 To Confirm Her https://t.co/io4gdXSD3w",2020-10-22T23:56:32+00:00
Toronto,Twitter for Android,"2021022: Reuters: Republicans approve Supreme Court nominee Barrett for Senate vote, Democrats boycott hearing [""Republican-led panel forwarded Amy Coney Barrett's nomination for full vote next week in Senate"" https://t.co/LiThxRroq1",2020-10-22T23:56:32+00:00
"Haslet, Texas",Twitter for iPad,"@BButch55 @AlexPlatzzer1 @guypbenson @chrislhayes And do you really believe the Democrats would go through with expanding the size of the Supreme Court, knowing fully that the GOP will do the exact same when they gain power? It would literally destroy our judicial branch of government.",2020-10-22T23:56:30+00:00
United States,Twitter for iPhone,@ZoeTillman While the Texas Supreme Court allows it..... Go figure.....,2020-10-22T23:56:23+00:00
,Twitter Web App,True Supreme Court Justice: https://t.co/fD87CatuKe,2020-10-22T23:56:16+00:00
"Asheville, NC",Twitter for iPhone,"CALL YOUR SENATORS TODAY THROUGH SUNDAY 11/25/20 at (202) 224-3121 &amp; tell them to #VOTENoOnAmyConeyBarrett!  #RespectRBGsWish RT Click to watch Video with letter from over 7,000 attorneys warning about putting Amy Coney Barrett on the US Supreme Court.  https://t.co/3sZXXPhc5z",2020-10-22T23:56:06+00:00
,Twitter for Android,"@GeorgeTakei An amendment, or 1:  The Supreme court shall consist of 11 Justices, each serving nonconcurrent 22 year terms. The most senior Justice shall serve as Chief Justice. No Justice shall serve past the age of 80.",2020-10-22T23:56:06+00:00
San Francisco Bay Area,Twitter for iPhone,@SFGate Take it to the Supreme Court.,2020-10-22T23:56:06+00:00
"New York, NY",TweetDeck,"@andrewpfister I mean, there's the future Supreme Court justice swearing-in at the very least",2020-10-22T23:56:04+00:00
,Twitter for Android,"@DanRather 🚨 Trump's GOP came for the #ACA in 2017 &amp; missed.  🚨 On November 10th, one week AFTER the election, the #SupremeCourt weighs in.  🚨 On November 3rd, we #VoteThemAllOut... or we lose #PreExistingConditions protections for good.  #HealthCareVoter #RBG  https://t.co/RUAuqfaKtx",2020-10-22T23:56:04+00:00
,Twitter Web App,"@pumpactionmusk1 @KyleKulinski It is what it is. Do you want justice for biden and in the process destroy gay rights, women's rights, minority voting rights and the planet? Because giving Trump hundreds more judges and another supreme court nominee will ENSURE that, given we are already on the precipice.",2020-10-22T23:56:01+00:00
,Tweetbot for Mac,@SenTedCruz Some might argue that jamming through an extremist Supreme Court Justice during the last week of a Presidential election is wildly out of touch with that the American people want too.,2020-10-22T23:56:00+00:00
,Twitter for iPhone,"@Niran_Dekoya @kayleighmcenany @realDonaldTrump If he hates strong women, he must really hate ACB. It’d be a real slap in Trump’s face to confirm her to the Supreme Court. Let’s confirm her right away!",2020-10-22T23:56:00+00:00
"Houston, TX",Twitter Web App,FINAL: Texas Supreme Court allows Harris County drive-thru voting to continue https://t.co/fFrepPKOxs #hounews,2020-10-22T23:56:00+00:00
Anarchist Jurisdiction,Twitter Web App,@ZoeTillman Too bad we don’t have more real Americans on the Supreme Court instead of moronic toadies.,2020-10-22T23:55:56+00:00
"Dallas, Texas",TweetDeck,"#BREAKING: All-Republican @SupremeCourt_TX rejects GOP attempt at closing 10 drive-thru early voting locations in Harris County. Justice John Devine is the lone dissenter, would grant stay to consider if it qualifies as ""polling place"" under Texas Election Code @CourthouseNews https://t.co/YeajMPNjPR",2020-10-22T23:55:54+00:00
"Cambridge, MA",Twitter Web App,"A full Dershow today: New Ghislaine Maxwell depositions,  the Bidens, Twitter ban, ACB moves closer to becoming a Supreme Court Justice and Breonna Taylor-the prosecutor was absolutely right. Do you agree? Do you disagree? Call me @ 216-710-0050. https://t.co/zu10vbmofd",2020-10-22T23:55:47+00:00
"Batavia, IL",Twitter Web App,How Amy Coney Barrett could change the Supreme Court’s balance on religious liberty https://t.co/6EhV9Izwvw,2020-10-22T23:55:44+00:00
"New York, NY",Twitter Web App,"@CaslerNoel My prediction on how the debate will go:  Biden: plans for Covid response, economic recovery, Supreme Court review, protection and expansion of ACA, and more  Trump: Blah, blah, blah, poos his diaper, anger, walks off stage",2020-10-22T23:55:43+00:00
San Diego & Tucson,Twitter for iPhone,Actual photograph of the U.S. Supreme Court sitting for opening arguments in 2021.  #SCOTUS #SCOTUSnomination #AmyConeyBarrett https://t.co/05hI4jebNU,2020-10-22T23:55:42+00:00
"Central Valley, CA",Twitter for iPhone,Listen 2Cornyn justifying blocking Obama’s nominee 2 SC in 2016. Yet it’s okay 2push through an unqualified justice now under similar conditions!  HYPOCRISY🤬  #MJHegar  Senator Cornyn on President Obama's Supreme Court Nomination | https://t.co/NhgZAYr30b https://t.co/or0r8wdEvK,2020-10-22T23:55:41+00:00
"New York, NY",Twitter Web App,"Supreme Court Splits 4-4, Will Not Block Pennsylvania From Counting Ballots Received Up To 3 Days After Election Day https://t.co/IFCy2oWD7g #Pennsylvania #voting #Election2020",2020-10-22T23:55:37+00:00
"Malibu, Ca",Twitter Web App,Sign and send the petition: Demand the Senate wait until after Inauguration Day to confirm a new Supreme Court justice . Write one here: https://t.co/21BI6GdRXs,2020-10-22T23:55:30+00:00
"Ashtabula County, OH",Twitter for iPhone,Enjoyed the opportunity to support @KennedyForOhio seeking re-election to the Ohio Supreme Court this evening! https://t.co/oUSBVtAtKb,2020-10-22T23:55:30+00:00
,Twitter for Android,"@JoeBiden And #JokeBiden aka #ChinaJoeBiden told @60Minutes that the #SupremeCourt is ""outofwack"" just because a Justice passed  &amp; #POTUS is doing his  #Constitutional duty &amp; filling the seat. He wants to pack it! #Hack #lesleystahl didn't challenge #CorruptMedia @CBS",2020-10-22T23:55:26+00:00
California,Twitter for iPad,@paulcshipley Oh god help us with this anti-American administration and now Supreme Court. The road to fascism. Vote. Him. Out. #BidenHarris2020ToSaveAmerica,2020-10-22T23:55:25+00:00
,Twitter for iPhone,"Tell your senators you oppose Trump's Supreme Court nominee, who could have profound consequences and create a more ideological Supreme Court via @NRDC_AF https://t.co/jhYgJ6m26t",2020-10-22T23:55:22+00:00
"The Woodlands, TX",Twitter for iPhone,"I’m sorry, but the NY Post needs to sue Twitter and Facebook!!!  A clear violation of the First Amendment!!!  And with Barrett on the Supreme Court, maybe it will rise to that level and Twitter and Facebook will have to pay big bucks for their obvious partisanship!",2020-10-22T23:55:18+00:00
"Miami, FL",Twitter Web App,"@PucTiger Ugh. :(  Yeah I guess it makes sense that even in the deepest blue part of Atlanta you'd be fucked by a red legislature.  I really, really hope we get a blue wave and can do... something about the inevitable supreme court mess.",2020-10-22T23:55:11+00:00
,Twitter for iPhone,Trump’s Supreme Court gambit killed his last chance of defeating Joe Biden: Conservative columnist #SmartNews  https://t.co/x41xhF6lmU,2020-10-22T23:55:10+00:00
,Twitter for iPhone,"@ScottAdamsSays Hillary was caught red handed destroying evidence. They’ve all been caught literally destroying phones and this is while Trump is President, Republicans control 2/3 of Congress and a majority of the Supreme Court!  NOTHING will happen to any of them!!!",2020-10-22T23:55:09+00:00
"Seattle, WA",Twitter for iPhone,we’ve been talking a lot lately about Brett K*vanaugh’s dumb HS buddies that he was crying about lifting weights with. it’s funny until you remember he has a lifetime appointment to the Supreme Court.,2020-10-22T23:55:06+00:00
New York NY (Forest Hills) USA,SocialOomph,'Look for Power in the Shadows': Watch Sheldon Whitehouse Shine Light on 'Dark Money Operation' Behind GOP Supreme Court Takeover ~ @BillMoyers https://t.co/hDiAMPBJI7,2020-10-22T23:55:06+00:00
,Twitter for iPad,@JohnCornyn Two years on the bench and a promise to eliminate caps on insurer profits will buy you a lifetime appointment to the Supreme Court. https://t.co/YZZkiR4z2p,2020-10-22T23:55:05+00:00
The beautiful planet Earth,Twitter for iPhone,"@realDonaldTrump A big day against an unbiased Supreme Court.  If you are such a speaker of the truth, why don’t you say it? For a guy why doesn’t follow the rules just because they are rules, you sure are making your handlers very happy.",2020-10-22T23:55:05+00:00
"New York, USA",Buffer,A federal court in #California blocked the Trump administration’s effort to exclude #IllegalAliens from the #2020Census count used to apportion congressional seats.  This prompted the #TrumpAdministration to appeal the decision to the #SupremeCourt. https://t.co/E7OeEoiaH2,2020-10-22T23:55:01+00:00
,Twitter for iPhone,@BandyXLee1 This IS the proper and correct way to frame and pose questions to such a Supreme Court candidate ...  [ https://t.co/Inb7BlZU5Z ],2020-10-22T23:54:57+00:00
DC Metro Area (Northern VA),Twitter Web App,"https://t.co/EWJWneJl4R  ""Senate Judiciary Committee Chairman Lindsey Graham, R-S.C., says no matter what the Democrats do, he has the votes to send Judge Amy Coney Barrett’s Supreme Court nomination out of committee."" -art",2020-10-22T23:54:57+00:00
,Twitter Web App,YOU HEARD IT HERE FIRST. TRUMP IS GOING TO FIGHT THE ELECTION IN THE Supreme Court JUST AS GEORGE W. BUSH HAD DONE. NOW YOU KNOW WHY THEY'RE RUSHING BARRETT INTO JUSTICE GINSBURG'S STILL WARM SEAT.,2020-10-22T23:54:54+00:00
"Downeast Maine, USA",Twitter Web App,"Oh you forgot! @SenatorCollins has signed on to an Amicus brief before the Supreme Court to overturn the ACA.(Nov. 10th) thousands of Mainers and millions of Americans will lose their healthcare. So, Susan ... i guess is  not the savior of our healthcare? https://t.co/gaMxzGU1IW",2020-10-22T23:54:47+00:00
"Madison Heights, MI",Twitter for Android,Oh come on Cher. I want to know what you think about her. I for one I think she's bad news. Really Really bad news for the Supreme Court. So what do you think Cher? I really would like to know pleease. https://t.co/4AscG0Bv88,2020-10-22T23:54:47+00:00
,Twitter Web App,"With the next Supreme Court judge in the air, we're wondering how satisfied the public is with the court. Read more at https://t.co/lGsc2DSlP8 https://t.co/O4gZpxAkJb",2020-10-22T23:54:44+00:00
"Mountain Center, CA ",Twitter for Android,GOP Asks Supreme Court To Shorten North Carolina Absentee Deadline https://t.co/AMpGeAryVF,2020-10-22T23:54:39+00:00
,Twitter Web App,#TrumpMeltdown  if you vote for me i will put in the supreme court Harvey Two Face I love his sliced reviews for any occasion. he looks like the job 🤣🤣 https://t.co/DINDeCk7J5,2020-10-22T23:54:39+00:00
"Santa Barbara, CA",Twitter for iPhone,"Tell your senators you oppose Trump's Supreme Court nominee, who could have profound consequences and create a more ideological Supreme Court via @NRDC_AF  https://t.co/yq9EfRuP0Y",2020-10-22T23:54:33+00:00
,Twitter Media Studio,"An unprecedented 6,000+ lawyers across the country signed a letter opposing confirmation of Judge Amy Coney Barrett to the Supreme Court. We're taking a stand to save our courts. https://t.co/oCjHWTXWBV",2020-10-22T23:54:29+00:00
,Twitter Web App,@rmaddowcmunce   The nomination of the Supreme court judge has black children and was on a board that would not let children in a school if you were gay. These children were adopted. So if they grow up gay does she just throw them back. Unadopt them?,2020-10-22T23:54:28+00:00
"Chicago, IL",Twitter for iPhone,Yesterday the conservative majority Supreme Court banned curbside voting in Alabama which was intended to accommodate people with disabilities and those at risk from the virus. Don’t let them tell you both sides (liberals + conservatives) are the same.,2020-10-22T23:54:25+00:00
,Twitter Web App,"Set the supreme court at 9, kill the Democrats marxists plans to ruin the court https://t.co/lSmhQFwe3n",2020-10-22T23:54:24+00:00
"Toronto, Ontario",Social Media Auto Publisher,Supreme Court ruling in RCMP pension case may force plan design changes - https://t.co/bCMEKj0OwN,2020-10-22T23:54:23+00:00
,Twitter for Android,"@MikeLevin @PurlLeslie 🚨 Trump's GOP came for the #ACA in 2017 &amp; missed.  🚨 On November 10th, one week AFTER the election, the #SupremeCourt weighs in.  🚨 On November 3rd, we #VoteThemAllOut... or we lose #PreExistingConditions protections for good.  #HealthCareVoter #RBG  https://t.co/RUAuqfaKtx",2020-10-22T23:54:23+00:00
"Washington, DC",Twitter for iPhone,"Democrat Sen. Chuck Schumer: Democrats “have to win the majority” in the Senate so Democrats will ""be able"" to pack the Supreme Court, ""everything is on the table""  https://t.co/6LUyspTKzi",2020-10-22T23:54:18+00:00
Los Angeles,Twitter Web App,"Amy Coney Barrett will already be on the Supreme Court by then. This ""don't worry Democrats have a secret plan to do something later"" talking point is really old and stupid. And I can lose weight, whereas you can't gain IQ points. https://t.co/oywSJAFIf1",2020-10-22T23:54:15+00:00
United States,Twitter for iPhone,Far more qualified to serve on the Supreme Court then they are to serve on the @SenateJudiciary committee https://t.co/OMxkrAXahY,2020-10-22T23:54:12+00:00
"Washington, DC",Twitter for iPhone,Ridiculous: Senate Judiciary Committee advances Supreme Court nominee Amy Coney Barrett despite Democratic boycott https://t.co/z0X72XInqK,2020-10-22T23:54:11+00:00
,Twitter for Android,"@ConorLambPA @QueerjohnPA @SeanParnellUSA 🚨 Trump's GOP came for the #ACA in 2017 &amp; missed.  🚨 On November 10th, one week AFTER the election, the #SupremeCourt weighs in.  🚨 On November 3rd, we #VoteThemAllOut... or we lose #PreExistingConditions protections for good.  #HealthCareVoter #RBG  https://t.co/RUAuqfaKtx",2020-10-22T23:54:07+00:00
"Texas, USA",Twitter Web App,Seeing as how the state Supreme Court is comprised of all elected (and one appointed) Republicans this is a pretty big deal. https://t.co/yfQwLk6Nfj,2020-10-22T23:54:05+00:00
"chicago, IL",Twitter for iPhone,@holmescnn And even that one Democratic governour had the Wisconsin Supreme Court overrule his restrictions,2020-10-22T23:54:05+00:00
"Pennsylvania, United States.",Twitter Web App,@GeorgeTakei Congress last set the number of Supreme Court Justices in 1869.  They decided on 9 Justices because at that time there were 9 Circuit Courts and they made each Justice responsible for a single Circuit Court.  There are now 13 Circuit Courts.,2020-10-22T23:54:05+00:00
Fly Over States,Twitter for iPhone,Supreme Court Puts an End to 11th-Hour Push for Drive-Thru Voting in Alabama https://t.co/gQCtLNi9xJ,2020-10-22T23:54:02+00:00
"Morgantown, WV",Twitter Web App,Texas Supreme Court allows drive-thru voting to continue in Harris County https://t.co/LEFaDF1PI0 https://t.co/Uu7MW5shmw,2020-10-22T23:54:02+00:00
California,Twitter Web App,"https://t.co/UIRlVypAUU News Forum - Short Tempered Joe Biden Says ... https://t.co/l86ZlZom7S Short Tempered Joe Biden Says ""Voters Don't Deserve To Know"" His Position on Supreme Court… Conservative Treehouse, by Sundance Original Article. Posted By: earlybird, 10/11/2020 10:39",2020-10-22T23:53:56+00:00
"Vancouver, British Columbia",Twitter for iPhone,@brianlilley The same way they have 75 genders in a gender binary.  The same way they’ll have 15 justices on a 9 seat Supreme Court.  It’s Demonomics,2020-10-22T23:53:55+00:00
North Carolina,Twitter for Android,"My daughter does not want kids. Maybe she'll change her mind. Probably she won't. And that's ok. It's good. And my life does not need grandchildren, and my POV doesn't matter. This bullshit Supreme Court choke is terrifying and awful. Because it will come for birth control, too.",2020-10-22T23:53:50+00:00
,Twitter for Android,@memery106 Probably until MI Supreme Court strikes it down or changes occur after POTUS' win.,2020-10-22T23:53:48+00:00
,Twitter for Android,"It's there funeral come November 3rd!!  We Democratic American's won't forget!!!  Open SmartNews and read Senate vote on Supreme Court nominee would toss a can of gasoline into heated election here: https://t.co/5iIF7kFgL5  To read it on the web, tap here: https://t.co/ueMF3LApwE",2020-10-22T23:53:47+00:00
United States,Blog2Social APP,"Senate Minority Leader Chuck Schumer (D-NY) tore into Senate Majority Leader Mitch McConnell (R-KY) for trying to push the Supreme Court confirmation of Judge Amy Coney Barrett through just before the election, accusing him of having “defiled”  #2020electi https://t.co/qX1YAk63va https://t.co/Z8kJoSZt2F",2020-10-22T23:53:42+00:00
,Twitter for Android,"@SenKamalaHarris 🚨 Trump's GOP came for the #ACA in 2017 &amp; missed.  🚨 On November 10th, one week AFTER the election, the #SupremeCourt weighs in.  🚨 On November 3rd, we #VoteThemAllOut... or we lose #PreExistingConditions protections for good.  #HealthCareVoter #RBG  https://t.co/RUAuqfaKtx",2020-10-22T23:53:38+00:00
,Twitter for iPhone,"Tell your senators you oppose Trump's Supreme Court nominee, who could have profound consequences and create a more ideological Supreme Court via @NRDC_AF https://t.co/RugjTcKmOm",2020-10-22T23:53:32+00:00
