user_country,source,content,date
321st century,Twitter Web App,"@offbeatorbit @austin_walker ah, fuck",2020-10-22T23:59:55+00:00
"Spring, TX",Twitter for iPhone,"@AggieAdmin92 @Only1sheleah @Valonia_Walker @AldineISD @drgoffney @KatyRoede @lmamerson @comenecint @Hoffmangreatne1 @matt_strommer You rock, Mrs. Adams!",2020-10-22T23:59:52+00:00
,Twitter for iPhone,@Walker_Albert Pop a barrel then,2020-10-22T23:59:46+00:00
London,Twitter Web App,"@AquaVelvaBoy @TheLiberatorASM @kfunk937 @immunotoxPhD @JakeEschen @JaneEOpie @AndrewLazarus4 @MsTrixter @doritmi @MilanovNina @ChrisJohnsonMD @jkellyca @3_igma @TioChango_ @_mamadeb @JVoluntaryist @TonyBaduy @badzoot7 @Awithonelison @EmmaGPaley @Rosewind2007 @jp_miner @ghoppe @AlexMurdoch7 @mcfunny @Sheldon_Walker_ @ianfmusgrave @TakeThatCDC @rtbessone @thereal_truther @hcornea @WendyOrent @DyfrigH @Mummin8r @JeffHannMADA @ITDarkTiaLight @microRNApro @UrbaneDoc4Kids @Boxmenot @philhydephotos @fiski70 @Monstercoyliar @lucidunity2 @NichSmith @TThoughtmonger But how do you know that the moral code you sourced elsewhere is the same as the one, true, real objective moral code? /s",2020-10-22T23:59:42+00:00
"McMinnville, TN",Twitter Web App,@Walker_CLE @raw1219 The experience those guys would have would be passed on to the entire team making everyone get better over time.,2020-10-22T23:59:40+00:00
USA,Twitter Web App,@BiLLYd_licious @IntoWeird @darklongbox @Walker_KM @DavesComicHero @buse_chris @BackintheBronze @ComicsintheGA @Charlton_Hero @StormChaser2162 Holy Creeps and Ghouls! Ice picks and wax dolls.,2020-10-22T23:59:40+00:00
LEKKI LAGOS,Twitter for Android,Speech from night walker https://t.co/ORTHA15VbJ,2020-10-22T23:59:39+00:00
,Twitter for iPhone,Say what y’all want about summer Walker her music is everything,2020-10-22T23:59:38+00:00
,Streamlabs Twitter,The life of Johnny walker !!!!!!!! road to 250 followers!!!!!!! https://t.co/7GosVGCCdS,2020-10-22T23:59:30+00:00
los angeles,Twitter for iPhone,"So is Chris Walker gonna cut the mic every time Trump interrupts Biden? There’s gonna be something that’ll prevent interruptions from happening, right? #PresidentialDebate2020",2020-10-22T23:59:26+00:00
,Twitter Web App,@connie_walker @cbcreporter This is awful and unjust - especially given the shenanigans in parliament at the moment. This was an emergency situation way too long ago 🤬,2020-10-22T23:58:54+00:00
,Twitter Web App,@davidinho_21 cancelo?  walker above trent?,2020-10-22T23:58:46+00:00
United States,Twitter Web App,Summer walker single she boutta make a fire album,2020-10-22T23:58:43+00:00
"Atlanta, GA",Untappd,Drinking a Space Walker by Porter Pizza &amp; Brewery @ Porter Pizza &amp; Brewery — https://t.co/DKwEpfgZRD,2020-10-22T23:58:39+00:00
"McMinnville, TN",Twitter Web App,"@Walker_CLE @raw1219 They have lots of former Madden players and Clint who's a former NFL guy. Those guys do their best, but I'd like them to add some more real code savy people who have more experience on building games other than Madden specifically to help them with some of the bugs etc.",2020-10-22T23:58:32+00:00
Virginia,Twitter Web App,@classic_film Robert Walker,2020-10-22T23:58:29+00:00
KC,Twitter for iPhone,@kcsports1 Larry Walker has always being extremely underrated. Dude does that and people still scream coors field as if he played in NY he’d bat .230 with 6 homers or something.,2020-10-22T23:58:21+00:00
,Twitter for iPhone,You can tell Herschel walker got cte. He talk mushy af,2020-10-22T23:58:20+00:00
,Modern Artwork,"""March Light"" by John Walker (2001) https://t.co/Cxe9CFZoEl",2020-10-22T23:58:14+00:00
,Twitter for iPhone,@MasterPancake @ralphiehardesty @Buhnessa I am wearing my MPT Walker Texas Ranger T-shirt anyway. Raising a glass in solidarity to all the TNC’s see you guys tomorrow,2020-10-22T23:58:14+00:00
Canada,Prayer Power Radio,"Hezekiah Walker; The Love Fellowship Crusade Choir, All of My Help",2020-10-22T23:58:14+00:00
