user_country,source,content,date
Behind My Drums,Twitter Web App,Hey @JoeBiden and @KamalaHarris you got a vote in California.....  #Vote2020 #VoteBidenHarris https://t.co/KLYBv7w4yf,2020-10-22T23:59:59+00:00
nyc's lower east side,Twitter for iPhone,Why *wouldn’t* you want to vote for Biden-Harris on the WFP line? *especially* if you live in NYS.,2020-10-22T23:59:58+00:00
,Twitter for iPhone,@diegogrico @WellerWeller5 @KamalaHarris Shhh don’t mentioned that Trump did good. Get with the program - orange man bad,2020-10-22T23:59:57+00:00
Australia,Twitter for iPhone,@KamalaHarris @MileyCyrus Jim Acosta - no need for plexiglass between @potus and @JoeBiden after Hunter Biden’s partner and COO Tony Bobulinski of SinoHawk drops bombshell. He tried to stop Biden from making SinoHawk his own piggy bank. Biden said the “Biden Name is at stake”with CEFC China Energy funds.,2020-10-22T23:59:55+00:00
U.S. ,Twitter for iPhone,"Oh, my! Biden Crime Family has tentacles reaching into pockets of Harris and Schumer! Clear these swamp! https://t.co/dDzYcM1fWI",2020-10-22T23:59:54+00:00
"Texas, USA",Twitter Web App,"I would also add that while this is a novel and seemingly valid method of voting, it's an odd time for Harris County to test the limits of a Republican Party already hellbent on suppressing voter turnout in a contentious presidential election.",2020-10-22T23:59:53+00:00
"Glendale, California",Twitter Web App,Kamala Harris Failed to Prosecute Illegal MS-13 Gang Member Months Before He Murdered Bologna Family https://t.co/27S9XLJ0fK via @BreitbartNews,2020-10-22T23:59:53+00:00
,Twitter for iPad,@BarbaraLNewsome @Public_Citizen Are you  throwing your ballot in the garbage ? Very patriotic of you! 💙🇱🇷💙🇱🇷 Biden/ Harris,2020-10-22T23:59:52+00:00
,Twitter for iPhone,It Ain't Gonna Be Like It Was Like B 4 https://t.co/RLqO3szI9j via @YouTube.         Time to Rock Out the Vote for Biden/Harris with new COVID Trump post on You Tube by California Kelly &amp; The Red Rock Rollerz!,2020-10-22T23:59:52+00:00
,Twitter for Android,@JoeBiden I voted for you and Senator Harris!!!,2020-10-22T23:59:52+00:00
,Twitter Web App,"@CGasparino @realDonaldTrump @JoeBiden Remember, rich liberals will NOT vote for Biden/Harris.  The bluster is for PR, but greed always wins out.",2020-10-22T23:59:51+00:00
,Twitter for iPhone,@DineshDSouza Uh number inflation much Harris???? Guess it’s contagious from hanging around Biden,2020-10-22T23:59:50+00:00
Cybertron,Twitter Web App,"@kjenks84 @SethDAlexander @Eggymceggerson3 @MarkDice @KamalaHarris 'Having a role model' goes under ""intent"" and ""meaning"". She can still ""imply"" something else entirely, but not mean it.  So, instead of ""No she didn't"", you should say ""That's not what she meant, but I understand how she said it sounds like she is implying we need segregation""",2020-10-22T23:59:49+00:00
,Twitter for iPhone,"@admiralmpj @JoeBiden @KamalaHarris That’s a tough one. Clearly Billy Boy Barr, but then there’s that arrogant SOB Pompeo, dumb as a rock DeVos, lyin’ Kayleigh and it goes on and on. Tell me, is Ben Carson awake? Wilbur Ross? Oh yeah, forgot, Lord of the Fly, Pence",2020-10-22T23:59:47+00:00
Wisconsin,Twitter Web App,"Biden, did he want it so badly he would not allow his family to prevent it, or is it a ploy to get Harris elected Pres when she is no way qualified...",2020-10-22T23:59:47+00:00
Wisconsin,Twitter Web App,"How can America as we know it and built it, will we survive Biden....and immediately then Harris.  I still think it is wrong that Biden's wife allowed her husband to run in his condition. I do feel sorry for him, I do.  Someday we may actually hear the WHY? Was it to reward https://t.co/7zhKfZmgql",2020-10-22T23:59:47+00:00
,Twitter for iPhone,@BarackObama @JoeBiden @KamalaHarris So did I Mr President!! Thank you for all you do!,2020-10-22T23:59:46+00:00
,Twitter for iPhone,After @JoeBiden wins the pressure will not decrease. He &amp; @KamalaHarris will face numerous slanderous attacks.  @TheDemocrats better be able to be strong,2020-10-22T23:59:46+00:00
Jupiter,Twitter Web App,Me and my crazy hair voted.   @JoeBiden  and  @KamalaHarris  and  @SenJeffMerkley  Ive got you. https://t.co/QcQDr2P5aG,2020-10-22T23:59:45+00:00
United States of America,Twitter Web App,Report: Kamala Harris Implicated In Hunter Biden China Deal https://t.co/hgBR1aR8f5,2020-10-22T23:59:44+00:00
,Twitter for Android,@briantylercohen @joncoopertweets @PeteButtigieg GO VOTE JOE BIDEN Harris FOR président USA YES PLEASE GO VOTE JOE BIDEN FOR,2020-10-22T23:59:44+00:00
,Twitter for iPhone,"Maryland man arrested over plot to kidnap, beat, sodomize and murder Joe Biden and Kamala Harris on national TV | Raw Story | wait, what??? Did this guy write the threatening emails or did Iran? SAME TEXT!!! Did the DNI lie to us!?  https://t.co/GUKNl8YjxM",2020-10-22T23:59:44+00:00
Euphoria ,Twitter for iPhone,"If y’all went to vista, why does this remind me of Coach Harris hands down best teacher there 😂 https://t.co/XdLYA5lPcR",2020-10-22T23:59:44+00:00
God’s Country ,Twitter for iPhone,#psa The antidote to any Harris fanbois spamming your mentions is bringing up her appalling mass incarceration record. They scurry like cockroaches when the lights come on.,2020-10-22T23:59:43+00:00
,Twitter for iPhone,@Weinsteinlaw @fred_guttenberg @JoeBiden @KamalaHarris Already voted in person for them!,2020-10-22T23:59:43+00:00
"New York, NY",Twitter for iPhone,Last week I cast my absentee ballot for @JoeBiden and @KamalaHarris. It was empowering and exciting! Please make sure that you have a voting plan in place by election day. Visit https://t.co/wP0zLqSwHy to get the help you may need to vote easily and successfully! #BidenHarris2020,2020-10-22T23:59:43+00:00
Colorado,Twitter Web App,"Taking back the repentant souls that were left behind without hope, because people like Kamala Harris don't want to bother with them. ""Thank you President Trump!"" https://t.co/JhbWxQhSI7",2020-10-22T23:59:43+00:00
Everywhere USA ,Twitter for iPhone,@Weinsteinlaw @fred_guttenberg @JoeBiden @KamalaHarris Done did it.,2020-10-22T23:59:42+00:00
"Austin, TX",Twitter Web App,VOTE!! VOTE!! VOOOOOOOOOTE!! Don't be a lazy ass and think any of this is wrapped up! @JoeBiden &amp; @KamalaHarris need HUGE results to win and not let that piece of crap try to weasel his way back into office! #VOTE #FUCKTRUMP,2020-10-22T23:59:42+00:00
United States,Twitter for iPhone,Americans who vote for Biden has better be excited about a Harris presidency because there is no way he’s going to be president until 2025.,2020-10-22T23:59:42+00:00
,Twitter for iPhone,"@KamalaHarris Meanwhile, trump out here like https://t.co/oOTWithTiy",2020-10-22T23:59:41+00:00
,Twitter for iPhone,@atrupar @sarahcpr Luv Pete... deals with facts and knows how to deal with these Fox (Spin News) anchors who are drinking the Narcissist Presidents koolaid.... Spin news is an embarrassment and comical the bs they spew out of their lying mouths daily! Snap out of it America! Vote Biden Harris Vote,2020-10-22T23:59:40+00:00
,Twitter Web App,"Gotta admit, you're right about this. Also there's a good chance Kamaltoe Harris hasn't told him who she wants yet. https://t.co/HuAavCipV9",2020-10-22T23:59:40+00:00
"Union City, CA",Twitter for iPhone,Biden and Harris for unprecedented prosperity and love to crush the pandemic and get us out of this situation,2020-10-22T23:59:40+00:00
Tulsa,Twitter Web App,This is the type of group we will have to deal with every day if Joe Biden and Kamala Harris win. https://t.co/sRajvLS57Y,2020-10-22T23:59:39+00:00
,Twitter for iPhone,"You’re not fooling everyone @JoeBiden @KamalaHarris, it’s a good thing people are waking up and walking away from your Democrat plantation. You had 47 years Joe, and now you think you’ll fix America? #ChinaBitchBiden #WalkAway #Election2020 https://t.co/joARdqQtRv",2020-10-22T23:59:39+00:00
,Twitter for iPhone,Klay Thompson. There is no other answer. Unless of course your answer is Joe Harris but he might just be the best player ever tbh https://t.co/HZ13p3DUbi,2020-10-22T23:59:39+00:00
,Twitter Web App,"@HTTOrganizers @KamalaHarris @goofyphilogirl A black man taught me how to shoot with precision, He was a very good man.",2020-10-22T23:59:37+00:00
"Boise, ID",Twitter for iPhone,@BarackObama @BlueVoterLiz @JoeBiden @KamalaHarris I did. And looked it up. Says received and valid. ✅,2020-10-22T23:59:37+00:00
"Earth, Orion Arm, Milky Way",Twitter for iPhone,"@DonaldJTrumpJr Haven’t you figured it out yet?  We don’t care what any of you say about Joe Biden, or Kamala Harris! We don’t care what “evidence” you pull from the depths of unknown origins! We just don’t care, so long as that cvnt grabbing POS gets voted out!",2020-10-22T23:59:37+00:00
Medellin,Twitter for iPhone,@Earl_Smith_NLV Yes friend!! For me Cliff forever!! Lemmy was great too!! You know steve Harris play Amazing!! The bass guitar it”s overflowing,2020-10-22T23:59:37+00:00
,Twitter Web App,@ReallyAmerican1 @chipfranklin @JoeBiden @KamalaHarris Wow...totally missed him on the ballot! D'oh!,2020-10-22T23:59:37+00:00
Mid- World,Twitter for iPad,GET OUT AND VOTE BIDEN/HARRIS! https://t.co/wRKY8XCZ9D,2020-10-22T23:59:35+00:00
Brampton Ontario,Twitter Web App,"@BarackObama @Super_Genius_02 @JoeBiden @KamalaHarris The odds that you will see this are less then 1% and the chances of you responding are even lower, but you should totally play among us with @AOC",2020-10-22T23:59:35+00:00
,Twitter for Android,"@WitchyMommaof5 @JoeBiden @KamalaHarris You watched so many children movies you can't even distinguish fictional characters from reality. The real avengers, they also exist. You (all) will marvel at the sight of them.",2020-10-22T23:59:34+00:00
,Twitter for iPhone,@realDonaldTrump You are unfit for the Oval Office!! Biden/Harris 2020 💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙,2020-10-22T23:59:32+00:00
1296 Scotland! :-),Twitter Web App,"@ReallyAmerican1 @chipfranklin @JoeBiden @KamalaHarris I just don't understand why Hunter won't shop up to debate Trump....or Obama...or Hillary....  So, I already voted for his daddy and the wonderful Kamala!!!",2020-10-22T23:59:32+00:00
,Twitter Web App,"@JohnDalyBooks My prediction:  Biden wins by a wide margin.  Because I really dislike Harris I hope the Senate remains in Republican hands.  That, I'm not so sure of.  I really don't know how I feel about this entire thing.  Typically I vote Republican but haven't in the two most recent cycles.",2020-10-22T23:59:31+00:00
"Wilmington, NC",Twitter for iPhone,"New Email Reveals Kamala Harris and Top Democrats Listed as ""Key Domestic Contacts"" for Biden Family Business Ventures https://t.co/3vHJ9AqCbc via @gatewaypundit",2020-10-22T23:59:31+00:00
,Twitter for iPhone,@Weinsteinlaw @fred_guttenberg @JoeBiden @KamalaHarris Already did vote. Brought my ballot to the election office. It’s logged in and it’s for Joe!,2020-10-22T23:59:31+00:00
"Up State, New York, USA",Twitter Web App,"@Weinsteinlaw @fred_guttenberg @JoeBiden @KamalaHarris Voting early, in person, on Saturday!!! #BidenHarris2020",2020-10-22T23:59:30+00:00
"Chattanooga, TN",Twitter for Android,"@Nando_Acosta_US @KamalaHarris Also, can you cite some facts on this? Doesn't have to be CNN or MSNBC. But also can't be Breitbart, Fox news, OANN, Drudge Report or a Facebook meme.",2020-10-22T23:59:30+00:00
"Pasadena, CA",Twitter Web App,"@KamalaHarris Do you ever say the truth?   Another sign of the media bias, you lie even more than Trump, but they never seem to notice everything you say is distortion or disingenuous.",2020-10-22T23:59:29+00:00
"Chicago, IL",Twitter for iPhone,"@The_Guido_King @kris_flemdog @KamalaHarris In addition, the concept of voter fraud insinuates people are trying to not get caught.... of course there’s not going to be a preponderance of evidence from small investigations and in an industry that is so hard to track to such fine detail.",2020-10-22T23:59:29+00:00
,Twitter Web App,@TheDemocrats Lies to America..BIDEN/HARRIS WILL  Raise Taxes Defund Police Stack SC Elim 2nd Amend Elim/Fracking EnergyInd Elim Electoral College PR/DC Statehood w/4more Senators Govn't Control HC  This leads to one party system and completes DEM AGENDA that Government will control our lives,2020-10-22T23:59:29+00:00
,Twitter for iPhone,"@Dinac85 @BarackObama @JoeBiden @KamalaHarris stanning AB6IX isn’t just a hobby, it’s a lifestyle, a reason to breathe, an escape from this cruel world filled with thieves. it’s art, the first gift you open on christmas, a hug from loved one, it’s everything u ever wanted, it’s everything u need.  https://t.co/DBLIEGxPON",2020-10-22T23:59:27+00:00
,Twitter for iPhone,@KamalaHarris @MileyCyrus You’ll have 1 listener,2020-10-22T23:59:26+00:00
United States,Twitter for iPhone,How many times did Kamala Harris fact checked Pence about this in the last debate?!?! https://t.co/SLpPn2m2HU,2020-10-22T23:59:26+00:00
Planet Earth,Twitter Web App,"Thank you, @mayaharris_ , for speaking to the Asian-American community in North Carolina tonight. Your words were truly inspirational. My family and I have already voted for @JoeBiden and your sister, @KamalaHarris. We will keep fighting to unite this country once more.",2020-10-22T23:59:25+00:00
earth,Twitter for Android,"@BabyTrump11 @BarackObama @JoeBiden @KamalaHarris @TheDemocrats 44,000 in the UK of 66,000,000 died of COVID in 2020. In 2015, 44,000 died of the flu. Think about that for a little while &amp; tell me if you think it's justified to put millions out of work, destroy businesses &amp; downgrade education because the yearly viral killer changed shape! 🤷‍♂️ https://t.co/qJvl7LnIXH",2020-10-22T23:59:25+00:00
"Boca Raton, FL",Twitter for iPhone,"VOTE 🇺🇸 VOTE 🇺🇸 VOTE 🇺🇸 ✅ VOTE BIDEN / HARRIS 💙🇺🇸✅ VOTE DEMOCRATIC 🇺🇸 NATIONWIDE  BY MAIL, EARLY OR ON NOV 3 ✅ PRAY TO GOD EVERY DAY 🇺🇸🙏🏻♥️ WEAR A MASK! 😷 WASH YOUR HANDS! 🤲🏻 SOCIAL DISTANCE! 👩🏻‍🤝‍👨🏼❌ 🇺🇸 https://t.co/QAjtqD59SE",2020-10-22T23:59:25+00:00
