user_country,source,content,date
"Michigan, USA",Twitter Web App,"@THICCOLINI @ZuzuQueenOfMars @HermitKingoMars @MichaelTanuvasa Socialism, like Marxism, is not within the Native paradigm of political thought. They are both European concepts based on class and race. Like it or not race is always a factor in these discussions especially in America.",2020-09-29T23:55:25+00:00
,Twitter for Android,"@omggblake @PeteButtigieg Oh really has Al Sharpton paid his the biggest race-baiter in America that answer would be.... no, did Lois Lerner perpetrate the biggest IRS scandal in history of the IRS the answer would be yes are these both Duomo Kratts again the answer would be yes",2020-09-29T23:54:27+00:00
New York City,Twitter Web App,"PBS Releases Trailer for DRIVING WHILE BLACK: RACE, SPACE AND MOBILITY IN AMERICA Documentary https://t.co/DwGvjinPRt",2020-09-29T23:51:07+00:00
"Surrey, British Columbia",Twitter for Android,@FansMcenany @JudgeJeaninefan HAHAHAHA. How can you say that with a fake Christian belief..Trump has caused war in America.  He's used military against Americans. Called BLM terrorist's...he's starting a race war and trying desperately to stay in office by cheating. God won't be pleased you support Satan https://t.co/7mXLhFfW7Q,2020-09-29T23:42:06+00:00
"Virginia, USA",Twitter for iPad,"@BarackObama In America, Black Lives Matter because they are humans like any other race in the country. As black lives matter during elections and at war times, their lives must matter too at peace time. The constant police brutality against Black America is dividing America ....",2020-09-29T23:35:47+00:00
United States,Twitter for Android,@Punished_Viper @Locopells @LgmPoetry Your argument about hard to get criminals could apply to white supremacist in America.  The creators focused on PoC so even if you wanna try and say it isnt about race in universe you cant ignore out of universe part.,2020-09-29T23:32:41+00:00
,Twitter Web App,"@The_Good_Jared @MrAtheistPants You do realize many scientists debunk climate change, but they are too politically incorrect to be quoted in media?   Your comment about racism is nonsense, a myth of your own making. However, every race, creed &amp; color is incredibly blessed to live in America.",2020-09-29T23:23:27+00:00
African Diaspora,Twitter for Android,"All over the world, white supremacist ideology has indoctrinated non-white people with a hatred of their African and Aboriginal forebearers.  Now even in America there is a movement of backwards self-hating Africans.   Their objective is the same as the white race; to destroy us. https://t.co/PkPa9V55vY",2020-09-29T23:10:12+00:00
Between Hell & The Void,Twitter for iPhone,I mean really? If this is what they wanted for the All-Star I get it. But a points-paying race at one of the most beloved tracks in America? Reacks of desperation https://t.co/OpWk7truDu,2020-09-29T23:07:00+00:00
African Diaspora,Twitter for Android,"All over the world, white supremacist ideology has indoctrinated non-white people with a hatred of their African and Aboriginal forebearers.  Now even in America there is a movement of backwards self-hating Africans.   Their objective is the same as the white race; to destroy us. https://t.co/rSQfEp0dLI",2020-09-29T23:04:36+00:00
"Toronto, Canada",Twitter for iPhone,Topics for #Debates2020: • COVID-19 • Economy • Race in America • Trump and Biden records • Supreme Court • Election integrity,2020-09-29T23:04:06+00:00
arch,Twitter for iPhone,RACE IN AMERICA IS A DEBATE TOPIC whew this finna get inch resting,2020-09-29T23:02:25+00:00
African Diaspora,Twitter for Android,"All over the world, white supremacist ideology has indoctrinated non-white people with a hatred of their African and Aboriginal forebearers.  Now even in America there is a movement of backwards self-hating Africans.   Their objective is the same as the white race; To destroy us. https://t.co/G9VmegXgAd",2020-09-29T23:02:21+00:00
"Yonkers, NY",TweetDeck,"A few topics are expected to dominate the stage, including the Supreme Court, the ongoing coronavirus pandemic, the economy, and race in America. https://t.co/hd6oT0zj5U",2020-09-29T23:00:01+00:00
"W. Nyack, NY",TweetDeck,"A few topics are expected to dominate the stage, including the Supreme Court, the ongoing coronavirus pandemic, the economy, and race in America.  https://t.co/NmvhFY348W",2020-09-29T23:00:00+00:00
,Twitter for Android,"@nowhitenonsense Yea I am, I don't think we should hold biases or judgements against people for something like skin color. Assuming every white person os racist is only going to excasterbate the race issue we have in america",2020-09-29T22:59:33+00:00
,Twitter for iPhone,@will3534 @Faux_Chung @DSTBlaze @clarencehilljr @1053thefan Romo is white and is absolutely treated like a white man in America. Mexican is not a race,2020-09-29T22:58:52+00:00
"Federal Way, WA",Sprout Social,"“What and how the history of race in America is presented is an opportunity to engage in thoughtful, respectful, and productive conversations.” Check out these resources from @NMAAHC on talking about race.  https://t.co/ODq9AdG1Mw",2020-09-29T22:40:01+00:00
"Washington, D.C. ",Twitter for iPhone,Please tell me what an “uplifting” conversation about race in America sounds like? Whose perspective would it be from? https://t.co/hD8xIIUlVu,2020-09-29T22:39:21+00:00
,Twitter for iPhone,Y’all remember when Lee Daniels said that this white woman would help fix race relations in America. 😭@wordtoJude https://t.co/bus48km0IG,2020-09-29T22:36:40+00:00
"Baltimore, MD born and raised",Twitter Web App,"1. Racism in America was never really about race; it was a convenient label created by Democrats to hide that the real issue was ""class."" Democrats have been intent since the days of the Civil War to keep blacks and most white people in low class...AND racial tension ensures this https://t.co/sbOWyE4B0i",2020-09-29T22:29:23+00:00
"Baltimore, MD born and raised",Twitter Web App,"@BGOnTheScene Racism in America was never really about race; it was a convenient label created by Democrats to hide that the real issue was ""class."" Democrats have been intent since the days of the Civil War to keep blacks and most white people in low class...AND racial tension ensures this.",2020-09-29T22:25:37+00:00
,Twitter for iPhone,@TheBlackFrozone @mylifeiskara It’s a total mystery to me why we can’t get past race in America......,2020-09-29T22:23:18+00:00
,Twitter Web App,@snarkVol @GayConservativ3 Not really. That's just how you perceive it because of your preconceived notions of race in America.  It's easy for white people to dismiss and downplay BLM when they're not the ones dealing with the issues that many black Americans deal with regularly.,2020-09-29T22:17:42+00:00
At a Bar or a Gym Near You,Twitter for iPhone,Tying Race to the unseemly acts of a minority of people hiding among non-violent protestors  undermines the truth of dealing with the racial problem in America.,2020-09-29T22:15:19+00:00
"Chicago, IL",Twitter for iPhone,But if the military is predatory...and successfully captures its prey...is it time for people who haven’t personally partaken in this system to make sweeping pronouncements about it? Without once mentioning race? In...America? https://t.co/Eqelw9z3VU,2020-09-29T22:08:23+00:00
United States,Twitter for iPhone,@kcastanosx ter because every race has been oppressed or experienced racism. The main reason blm is such a big thing is because it’s the most recent form of racism or oppression in America. What’s going on is no different from past racism in a way.,2020-09-29T22:07:44+00:00
"New Brunswick, NJ",Twitter Web App,"VTC's Charles T. Brown, MPA and Angie Smith, author of the new book Right of Way: Race, Class, and the Silent Epidemic of Pedestrian Deaths in America, discuss how Uber self-driving car death ruling sets a scary precedent.""  https://t.co/H4pe0dqEde",2020-09-29T21:51:54+00:00
"Chicago, IL./ Lan., PA.",Twitter Web App,HARRIS/BIDEN- good luck-white hate and shame will never work in America !    Stop w/your race war !,2020-09-29T21:50:48+00:00
,Twitter for Android,"@FatherArii @TownsMarquis @TorraineWalker Ma'am, read the whole thing. I've read it already. Look for the part that speaks on American born Asians. Also only 26% of poor and low income people are married in America regardless of race. Black people are largely poor and low income which would explain the low marriage rate.",2020-09-29T21:37:58+00:00
,Twitter for iPhone,"Yep. How about instead of “RACE and VIOLENCE in CITIES” 😱 Ask about how Climate Change threatens us, or about GUN violence in America. https://t.co/wTCfwLw9bb",2020-09-29T21:37:16+00:00
"Salt Springs,Florida",Twitter Web App,Communism’s Promotion and Collusion in America’s Race Wars https://t.co/DEkmBux2qX,2020-09-29T21:36:09+00:00
"Sudbury, MA",Twitter Web App,"@AVersionTruth The point of understanding Wilmington 1898 and the FHA 1933-1969 is that they situate the last 50 years. Broadly the story on race in America is Slavery, Civ War, Reconstruction, Recon backlash, New Deal, Civil Rights, Great Society, GS Backlash which is where we are today",2020-09-29T21:36:03+00:00
"Moscow, Russia",Twitter Web App,"@thehill @AOC AOC endorses the Racist systems in America, race baiters like her are the problem and need to be purged.",2020-09-29T21:35:44+00:00
"College Station, TX",Twitter for iPhone,@OttoRocket_ @To_Breezy @mylifeiskara Sure isn’t and I said that nowhere. But slavery was a practice centuries  before it was race based. The fact that it was race based and used to perpetuate black inferiority in America led to the systemic racism thats lasted 400 years tho...,2020-09-29T21:35:05+00:00
,Twitter for iPad,"@seanhannity She is a race bater, destroying she race relations in America she should apologize to the good black People in this country",2020-09-29T21:34:24+00:00
Worldwide,Twitter Web App,"His livestream shows have become a Covid hit.  “I have focused so much attention on racism and discussions of race, not just in America, but specifically in the entertainment business and music business,” said Weiner https://t.co/5zSu4OTDsT https://t.co/fyTE6CNBWZ",2020-09-29T21:34:14+00:00
"Sudbury, MA",Twitter Web App,@AVersionTruth But there was a philosophical problem with this philosophical approach. It denied that we learn about race in America over decades on our own and then make it disappear by convincing white people to listen or to not make themselves the center of a given conversation,2020-09-29T21:32:51+00:00
"Brooklyn, NY",Twitter for iPhone,Two racist ass white men are going to discuss race and violence in America tonight 🙄🙄 #PresidentialDebate2020,2020-09-29T21:26:19+00:00
she/her,Twitter for iPhone,why do europeans/cansdians like to pretend racism only exists in america..especially europeans u guys literally invented the constructs of race where are ur critical thinking skills,2020-09-29T21:24:36+00:00
"Austin, TX",Twitter for iPhone,"@thehill Laughable, considering he and his party have created a race war in America.",2020-09-29T21:16:33+00:00
"Caughdenoy, NY",Twitter Web App,Am I the only one who thinks tying together the subjects of 'race' and 'violence in America's cities' is today's #MostRacistThingInTheWorld ™?  #DebateTuesday #debate,2020-09-29T21:09:04+00:00
