user_country,source,content,date
,Twitter for Android,"@realDexJames @JoeBiden Again, they are running a Biden campaign.  They runnong a mail in ballot confusion campaign to put Pelosi in the White House will full Presidental power.  No winner devlared by Jan 21st Pelosi goes to the White House.  GO VOTE IN PERSON!!!",2020-09-29T23:59:59+00:00
missing zoe | sam | annie,Twitter for iPhone,@28VOWELS tbh i just hope biden doesn’t say some dumb shit😭,2020-09-29T23:59:59+00:00
,Twitter for iPhone,"I’m Ridin with Biden...time for the smack down. It says my dog would make a better president. Who’s your bitch bunker boy, to whom do you owe $421 million? https://t.co/rkfJF11hg0",2020-09-29T23:59:59+00:00
"Virginia, USA",Twitter for iPhone,@DearAuntCrabby Biden will bring it up.,2020-09-29T23:59:59+00:00
NYC ,Twitter for Android,"If Biden asks Trump to elaborate on details of whatever policy he pretends to present, Trump won't be able to respond...",2020-09-29T23:59:59+00:00
 Ga,Twitter for Android,@Real_G2DAZ @EricMMatheny Biden is a close third behind that yard sale guy,2020-09-29T23:59:59+00:00
,Twitter Web App,@BretBaier @JoeBiden Hey Bret Baier! Why don't you take any of Joe Biden's CRIMES seriously??? https://t.co/UntlS6gFVe,2020-09-29T23:59:59+00:00
Canada,Twitter Web App,@Mike_Pence @realDonaldTrump Even better than Biden beating Trump.  Will be Kamala wiping you up off the floor.  #BidenHarrisToSaveAmerica,2020-09-29T23:59:59+00:00
"Las Vegas, NV",Twitter for Android,@AnnCoulter @realDonaldTrump You open to vote for Biden?,2020-09-29T23:59:59+00:00
,Twitter for iPhone,"@TwacE_T @TreyLebrecque @kate_awakening @8yeargap @sparkledocawake @YashuaHawkeye @PushbackcatsCa They sure did!  I’m just waiting...if Biden shows tonight, it’ll be a miracle!!!",2020-09-29T23:59:58+00:00
"Woodstock, GA",Twitter for iPhone,"@IngrahamAngle At least Biden isn’t a serial liar, or fine with #TrumpVirusDeathToll203K and he pays his taxes. He hasn’t committed treason and isn’t trying to avoid jail time from tax evasion. I take honesty and integrity over swamp creatures.",2020-09-29T23:59:58+00:00
,Twitter for iPhone,"@mckaycoppins ___ ""At the debate Tuesday Biden should start every response by looking at Chris Wallace and say, “Well that’s the 750 dollar question, isn’t it?”"" ___",2020-09-29T23:59:58+00:00
,Twitter Web App,@CaraKorte @WI_Elections smh  just show up early in person ffs if you can trump needs to be buried in biden votes on election night for him to loose any shot at creating chaos.,2020-09-29T23:59:58+00:00
     ⓱       ℆ ,Twitter Web App,@BretBaier @JoeBiden Some 25 yr. old hack did this. Biden has no idea.,2020-09-29T23:59:58+00:00
Lake Placid,Twitter Web App,I am voting Biden just for the funny quotes. https://t.co/1irkBcQw71,2020-09-29T23:59:57+00:00
"San Francisco, CA",Twitter for iPhone,Praying that joe Biden’s boring ass does SOMETHING tonight... please just SOMETHING. ANYTHING.,2020-09-29T23:59:57+00:00
"Wake Forest, NC",Twitter for iPhone,I can’t wait to see how many more people stop supporting Biden after this debate🤣🤣,2020-09-29T23:59:57+00:00
USA Semper Fi,Twitter Web App,@CindyKendrick11 Classy Sassy Cindy asks 1 question as the moderator to sloppy joe Biden “what drug did u take b4 coming on stage?”  Sloppy Joe “Hunters stash he left in the basement.”,2020-09-29T23:59:57+00:00
USA/Florida /Ohio,Twitter Web App,Click Here To Watch Trump VS Biden Presidential Debate https://t.co/ZWzuyKPBy4,2020-09-29T23:59:57+00:00
,Twitter for Android,@Jennyjen010 The Biden family so corrupt where is Hunter oh yeah with hookers but he's a Democrat so that's okay just ask Clinton,2020-09-29T23:59:57+00:00
,Twitter for Android,@Real_G2DAZ @Jamierodr14 😂🤣😅👍 Pretty scarce in FL too. Nor do you see any Biden boat rallies. The few supporters he has are afraid of the water.🙄🙄,2020-09-29T23:59:57+00:00
,rankstr.com,"NBC News: Biden, Harris release 2019 tax returns ahead of first debate...  https://t.co/ZJz3rbDzwq https://t.co/2jtLRIZFMk",2020-09-29T23:59:57+00:00
Tennessee,Twitter Web App,Joe Biden's Texas Political Director Dallas Jones Accused of Illegal Ballot Harvesting https://t.co/HDrrszrmA2 via @gatewaypundit,2020-09-29T23:59:56+00:00
,Twitter Web App,"Horrible! San Diego Cathedral Vandalized with Pentagrams, BLM, Swastika and Biden 2020 Graffiti (VIDEO) via @gatewaypundit https://t.co/xSqX1zYDhb",2020-09-29T23:59:56+00:00
America ,Twitter Web App,Biden a professional debater??  Hardly!! More like a professional liar! https://t.co/cQuxzexXYt,2020-09-29T23:59:56+00:00
"Concord, MA USA",Twitter for iPhone,Can’t we shotgun beers every time Mr. Trump mentions the DNC server or Hunter Biden??? https://t.co/7bLBKRvkFc,2020-09-29T23:59:56+00:00
"California, USA",Twitter Web App,"@Davidlaz liars aren't debated, they're faced down - and Biden knows all about bullies and liars, so, #Trump's only fear is that Joe will break his jaw. Might be bad for Joe's numbers, but I think we'd all get a kick out of it, especially for the second debate.",2020-09-29T23:59:56+00:00
,Twitter Web App,BREAKING: Outside advisers to @realDonaldTrump say tonight's debate could decide the election and the campaign knows it needs a near knock-out of @JoeBiden  to stay close in the race. One issue Trump has been discussing a lot w advisers: Hunter Biden. Updates as I get them,2020-09-29T23:59:56+00:00
"Atlanta, GA",Twitter for iPhone,I really hope these debates tonight provide real and fact based answers to our problems as a nation. Nobody is in the mood to hear Biden and Trump pander to media outlets and push crazy claims about each other.,2020-09-29T23:59:56+00:00
"Rochester, NY ",Twitter for iPhone,"If nothing else, the fact that that Trump or Biden will be the president is a signal of failure on behalf of American democracy #TrumpVsBiden",2020-09-29T23:59:56+00:00
"Vancouver, Canada",Twitter Web App,C-SPAN: First 2020 Presidential Debate between Donald Trump and Joe Biden https://t.co/oPH60Hnf8E,2020-09-29T23:59:56+00:00
Oregon ,Twitter for Android,If you are on the fence about who to vote for then I'll make it simple.  Vote for the guy who has actually tried to drain the swamp.  Biden is the swamp.  He could care less about the Average American.  He has always been a politician.  He will die a politician.,2020-09-29T23:59:55+00:00
🇺🇸 ,Twitter for iPhone,@lourdesgnavarro More like locking canes or walkers.   Just kidding. I saw Biden ride a bike and talk at the same time this summer. He’ll be fine.,2020-09-29T23:59:55+00:00
,Twitter Web App,Joe Biden needs a break every 30 minutes to change his depends.,2020-09-29T23:59:55+00:00
,Twitter for iPhone,@Scaramucci Biden couldn’t remember the Pledge of Allegiance.  Made it up.,2020-09-29T23:59:55+00:00
Otters are awesome,Twitter Web App,"The $$$ isn't the issue. HOW did Biden earn it? That's what Trump/his voters care about. Biden has to hit back on the EARNING/SCAM, not the $$$ #PresidentMooch https://t.co/7UUEHXzj4E",2020-09-29T23:59:55+00:00
,Twitter Web App,"@potus #2020Debate If Biden tries 2 get out of answering a? by saying,""oh my time is up"",dont let him, plz tell him ""thats ok, continue"".Dont let him off the hook,Make him finish his thought/answer @EricTrump  @realDonaldTrump @FLOTUS @PressSec @DonaldJTrumpJr @RudyGiuliani #MAGA",2020-09-29T23:59:55+00:00
Florida,Twitter for Android,Reading a bunch of you kind of hoping Biden gets angry tonight. Not sure how I feel about that. On one hand that is a fine line to cross. On the other... it could be amazing. #PresidentialDebate2020,2020-09-29T23:59:54+00:00
